	PC 1	PC 2	PC 3
C16ORF70	-0.00891	-0.00265	0.01367
C16ORF80	0.00647	-0.01752	-0.02569
C16ORF88	-0.01367	-0.00557	-0.00318
C17ORF49	-0.01123	0.01472	-0.00299
C17ORF75	-0.00551	-0.00733	0.00579
C17ORF76-AS1	-0.0152	-0.00398	0.00202
C17ORF80	0.00774	0.02093	-0.00883
C17ORF81	0.00084	0.00463	-0.0044
C17ORF108	0.01741	0.01958	0.01306
C18ORF25	0.00253	0.02323	0.01193
C18ORF32	-0.00864	-0.01162	0.00133
C19ORF42	0.00005	0.00454	-0.00477
C19ORF48	0.00762	-0.0044	-0.03268
C19ORF53	-0.00003	-0.00299	-0.01249
C19ORF70	0.00064	-0.00433	0.00011
C19ORF79	-0.00456	-0.01079	-0.01126
C20ORF11	-0.00252	-0.00264	0.00261
C20ORF43	-0.00279	-0.01049	-0.00137
C20ORF111	0.00477	-0.03228	0.01198
C20ORF112	0.00717	-0.01209	-0.00197
C21ORF33	-0.00075	-0.00448	0.00701
C21ORF59	-0.01111	-0.00666	0.0167
C21ORF62	0.03775	-0.05385	-0.03639
C22ORF28	0.00667	0.0102	-0.01116
C22ORF29	-0.00305	0.01022	0.01648
C22ORF32	-0.01072	-0.0083	0.00221
CA2	0.05784	0.01223	-0.03605
CA12	0.0134	0.04477	0.04657
CA14	-0.02433	0.01246	-0.00699
CABIN1	0.00258	-0.01531	0.00675
CACYBP	-0.02003	0.00312	-0.00431
CAD	0.00163	0.01384	0.00631
CADM1	-0.00587	-0.00718	0.00532
CADM2	-0.03683	-0.02722	-0.02489
CADPS	0.04728	-0.02822	0.01895
CALCOCO1	0.0023	-0.01066	0.01566
CALD1	0.01792	-0.01941	0.00268
CALM3	0.01008	-0.01924	-0.00156
CAMK2D	0.00574	0.01821	0.01733
CAMK2N1	0.00429	-0.01987	0.00813
CAMLG	-0.00763	-0.00599	0.00505
CAMSAP2	-0.01197	-0.019	-0.00204
CAMTA1	0.00117	-0.01376	-0.00617
CAND1	0.00191	0.02537	-0.00582
CAP1	0.01079	0.00732	-0.00005
CAP2	0.01533	-0.02645	-0.02027
CAPG	0.04898	-0.00735	-0.01045
CAPN1	0.0159	0.00008	-0.01294
CAPN2	0.00687	-0.00504	0.01863
CAPNS1	0.00083	-0.02054	0.00359
CAPRIN2	-0.00777	0.00594	0.01396
CAPZA1	0.00794	0.0057	-0.00067
CAPZA2	0.01022	0.00609	-0.00689
CAPZB	0.00394	-0.00644	-0.00182
CARD8	-0.0085	-0.01164	-0.00035
CARKD	-0.01173	0.02715	0.00014
CARS	0.00824	0.00134	0.01589
CASC3	-0.00703	0.00701	0.02368
CASC4	-0.00052	0.00061	-0.00323
CASP2	-0.00676	0.01216	-0.00319
CASP3	0.00224	0.03249	-0.00807
CASP6	0.01696	-0.01756	-0.01533
CASP8AP2	-0	-0.00737	0.00457
CAST	-0.00254	-0.00209	0.0102
CAT	0.03029	0.02028	-0.01008
CAV1	0.04527	-0.00732	0.03262
CBFA2T2	-0.00956	-0.01349	0.01926
CBFB	-0.01303	0.00996	0.02318
CBLB	0.00313	-0.01228	0.02006
CBLL1	0.00843	0.00162	0.00091
CBR1	-0.00279	-0.00203	-0.00655
CBR4	-0.01553	-0.00409	-0.00186
CBWD1	0.00347	-0.01234	-0.00473
CBWD2	-0.00005	0.00302	0.00116
CBWD7	-0.02282	-0.00238	0.01077
CBX1	-0.01412	-0.00013	-0.00128
CBX3	-0.01201	-0.0038	-0.01704
CBY1	0.01799	-0.01195	0.00698
CCAR1	0.00256	0.01218	-0.01049
CCBL1	-0.00306	-0.00281	0.01412
CCBL2	0.01448	0.0194	0.00191
CCDC14	-0.00974	-0.00833	-0.0087
CCDC25	-0.00632	-0.00946	-0.00733
CCDC28B	0.00446	-0.00084	-0.0337
CCDC30	-0.00877	-0.01069	0.01949
CCDC41	-0.01146	-0.01299	0.01024
CCDC43	0.01135	-0.00108	-0.00189
CCDC47	-0.00429	0.00583	-0.00034
CCDC50	-0.01482	-0.01144	0.01743
CCDC51	0.0113	0.00696	-0.02217
CCDC53	0.00599	-0.00871	0.00391
CCDC66	-0.0149	0.00146	0.00582
CCDC80	0.00178	0.00575	-0.05212
CCDC82	-0.00644	0.00497	0.00286
CCDC88A	-0.0042	-0.0039	-0.00003
CCDC90B	0.00114	-0.01138	0.00688
CCDC93	-0.0032	-0.009	0.0075
CCDC99	-0.00115	0.00924	-0.00802
CCDC102B	-0.01108	0.05693	0.03484
CCDC104	-0.01094	-0.01043	0.01312
CCDC115	0.01052	-0.00498	-0.0043
CCDC122	-0.01585	-0.01483	0.01853
CCDC124	-0.01606	-0.0093	-0.00074
CCDC125	-0.00815	-0.00579	0.00807
CCDC126	0.00348	0.00153	-0.00534
CCDC127	0.0132	0.01053	0.00521
CCDC130	-0.00148	-0.01119	0.01608
CCDC132	0.00767	0.00917	-0.00415
CCDC144B	0.0112	0.00948	0.02703
CCDC150	-0.01155	-0.00542	0.01219
CCDC167	0.00237	-0.00759	-0.01983
CCL5	-0.01377	-0.01866	0.01946
CCNB1	-0.00086	0.02392	-0.02967
CCNC	-0.0056	-0.01356	0.02249
CCND3	-0.00227	0.01881	0.00019
CCNDBP1	-0.01691	0.0077	0.0349
CCNG1	0.00641	0.0116	0.00621
CCNH	-0.01008	-0.00456	-0.00121
CCNI	-0.01419	-0.01174	0.0165
CCNL1	-0.00322	-0.01705	0.00561
CCNL2	-0.00543	-0.01111	0.02258
CCNT2	-0.00784	-0.00188	-0.00734
CCP110	-0.00403	0.01425	-0.00362
CCS	0.01113	-0.00564	0.00467
CCT2	-0.00358	0.00675	-0.01235
CCT3	0.00185	0.01336	-0.01081
CCT5	-0.00541	0.01674	-0.01532
CCT6A	-0.00425	0.00929	-0.00961
CCT6P3	-0.02993	-0.01406	0.02753
CCT7	0.00177	0.01315	-0.00966
CCT8	-0.00921	0.00565	-0.00547
CCZ1B	-0.00846	-0.00885	0.01403
CD2BP2	0.00492	0.00822	-0.01044
CD9	0.0018	-0.00441	0.008
CD27-AS1	-0.00301	-0.01118	0.02025
CD44	0.08688	-0.04405	0.02299
CD46	-0.00216	0.01031	0.02261
CD47	0.00765	-0.01481	0.00129
CD58	0.0215	0.02618	-0.00257
CD59	0.01618	0.00994	-0.00077
CD68	0.02625	0.03335	0.04365
CD82	-0.02563	0.00104	-0.03089
CD97	-0.00215	0.01775	-0.01561
CD99	0.01785	-0.00135	-0.01046
CD99L2	0.01759	0.02731	-0.00379
CD164	0.01122	0.00787	0.01779
CD302	0.00025	0.01156	0.0083
CD320	0.00209	0.02697	0.00832
CDC5L	-0.0097	-0.00452	-0.0034
CDC7	0.00203	0.0194	-0.03971
CDC14B	-0.0033	-0.00661	-0.009
CDC16	-0.00651	0.00254	0.00026
CDC23	0.00957	0.00699	-0.01988
CDC26	-0.01543	-0.00876	0.00757
CDC27	-0.00223	-0.00365	-0.00096
CDC40	-0.00732	-0.00607	0.01436
CDC42	0.00783	-0.01515	0.00373
CDC42BPA	-0.01549	-0.00265	0.00417
CDC42EP4	-0.01554	0.00679	-0.02729
CDC42SE1	0.0154	0.00845	-0.00884
CDC42SE2	-0.00308	0.01432	-0.00093
CDC73	-0.0137	0.00463	-0.00005
CDC123	0.00617	0.00479	-0.02988
CDCA7L	-0.02416	-0.00101	-0.04761
CDH2	-0.0118	0.02636	0.00051
CDH6	-0.02238	0.0143	0.00015
CDH10	-0.0141	0.00802	-0.04233
CDH11	0.0429	-0.02084	-0.00164
CDHR4	-0.01115	-0.01378	0.02115
CDK2	0.00349	0.00927	-0.02612
CDK3	0.01198	-0.00968	-0.00011
CDK4	-0.00404	0.00306	-0.0148
CDK5	0.01466	0.00393	-0.0213
CDK5RAP1	0.00155	-0.00212	-0.00037
CDK5RAP2	-0.01137	-0.01003	-0.00133
CDK6	-0.04109	0.00319	-0.00875
CDK7	0.00016	-0.00639	-0.0028
CDK10	-0.00335	0.02187	0.01073
CDK13	-0.0136	-0.01037	0.00964
CDK14	-0.01694	0.01149	0.01453
CDK20	0.02104	-0.00028	0.00609
CDKAL1	-0.00451	-0.00319	0.00848
CDKL3	-0.00878	-0.00693	-0.00268
CDKN1A	0.02593	0.00787	0.00407
CDKN2AIPNL	-0.01178	0.00953	-0.00824
CDKN2C	-0.01807	-0.00187	-0.00347
CDO1	0.02067	-0.00839	-0.01643
CDR2L	0.00922	0.00103	0.00761
CDS2	0.00504	-0.01181	0.00182
CDV3	0.00474	-0.01033	0.00669
CEBPZ	-0.0096	0.00071	0.00679
CELF1	-0.01568	-0.0049	0.00699
CELF2	-0.00246	0.00453	-0.0037
CENPC1	-0.00915	0.00046	-0.00858
CENPT	0.0062	-0.00524	0.00262
CEP44	-0.01443	-0.00385	0.0143
CEP57	-0.01834	0.00169	-0.00289
CEP63	-0.01572	0.0037	0.00516
CEP68	-0.01433	-0.00859	0.00527
CEP70	0.00965	-0.00464	-0.01129
CEP89	-0.00359	-0.00649	0.00479
CEP95	-0.01626	-0.0048	0.01138
CEP97	-0.00939	-0.00375	0.0002
CEP135	-0.0028	0.00336	0.00291
CEP170	-0.01654	-0.00179	-0.00641
CEP192	-0.00595	0.00356	-0.00951
CEP250	0.00808	-0.01572	-0.00033
CEP290	-0.01458	-0.00542	0.01734
CEP350	-0.01453	-0.0182	0.00239
CEPT1	0.00885	-0.01328	0.01072
CERS2	0.02165	0.03611	0.00214
CERS5	-0.00225	0.00505	-0.00037
CES2	0.00755	-0.00327	0.00193
CETN2	0.00107	-0.0171	0.00249
CFDP1	-0.01023	-0.00475	0.00409
CFHR4	0.02772	0.01999	-0.00648
CFI	0.05359	0.02872	0.04758
CFL2	0.00805	0.02047	0.00077
CGGBP1	0.00326	0.00188	-0.00941
CGRRF1	0.00744	0.0007	-0.00633
CHCHD3	-0.00304	0.00507	-0.0082
CHCHD5	-0.00604	-0.00552	0.00557
CHCHD7	0.02127	-0.01736	0.00907
CHCHD8	-0.00176	-0.00446	-0.00272
CHD1	-0.01397	0.0116	0.00215
CHD1L	-0.0018	-0.00592	0.02193
CHD2	-0.00841	-0.00457	0.00618
CHD4	-0.00021	0.00418	-0.00418
CHD6	-0.01133	-0.0177	0.01013
CHD7	-0.03244	-0.00835	0.00162
CHD8	-0.00427	0.00236	-0.00229
CHD9	-0.01116	0.01333	-0.00824
CHI3L1	0.11694	0.01928	0.09399
CHI3L2	0.07968	-0.05748	-0.00304
CHID1	0.00775	0.00554	-0.00595
CHL1	-0.00058	-0.03215	-0.01172
CHMP1B	0.01005	0.00456	0.00448
CHMP2A	0.0059	0.0003	-0.00555
CHMP2B	0.01567	-0.01718	0.00678
CHMP4A	0.00489	0.00864	-0.01038
CHMP5	0.00828	-0.02241	0.00005
CHMP7	0.00429	0.005	0.00478
CHN1	-0.00404	0.00207	0.01454
CHORDC1	-0.00688	0.00523	0.02435
CHRNB1	0.01223	-0.00831	0.0085
CHTOP	-0.01535	-0.01043	0.0037
CHURC1	0.01085	0.00371	0.0013
CIAO1	0.00197	0.01068	0.00082
CIAPIN1	-0.00232	0.009	-0.01789
CIB1	0.0034	0.00297	0.0111
CIDECP	-0.00721	0.0011	-0.00504
CINP	0.01437	-0.00376	-0.00906
CIR1	-0.02291	-0.01236	0.0043
CIRH1A	-0.00163	0.00686	-0.00314
CISD1	-0.0032	-0.01038	0.00041
CISD2	-0.01284	-0.00325	-0.00116
CITED1	0.01555	0.04591	0.01152
CKAP2	-0.01392	0.01039	-0.05657
CKAP5	0.00274	0.0198	-0.01354
CKB	-0.02166	-0.0053	0.0011
CKS1B	-0.00472	0.02174	-0.005
CKS2	-0.00158	0.00202	-0.02467
CLASP1	-0.02289	0.00081	0.00918
CLASP2	-0.01414	-0.01342	-0.00418
CLCC1	0.00357	0.01233	-0.00778
CLCN3	0.01118	0.0023	0.0037
CLDN10	-0.00233	0.02361	-0.0384
CLDN11	-0.02106	-0.02419	0.02888
CLDN12	-0.00094	0.03262	0.03098
CLDND1	0.0128	0.00346	0.0114
CLIC1	0.0062	0.01443	0.00977
CLIC4	0.03413	0.02643	0.02679
CLINT1	-0.00406	0.00467	0.00226
CLIP1	0.01468	-0.01732	0.00696
CLIP3	-0.00311	-0.02873	0.01001
CLK1	-0.00663	0.0058	0.00024
CLK3	-0.00073	0.01651	0.0077
CLK4	-0.00036	0.01116	0.00196
CLN3	-0.00044	-0.00627	0.01723
CLN8	0.00108	-0.00673	0.01826
CLNS1A	0.00055	-0.00524	-0.00232
CLPP	-0.00449	0.01371	0.00586
CLPX	0.00168	0.00028	0.00763
CLSPN	-0.02426	0.02004	-0.01185
CLTC	0.00799	0.01702	-0.004
CMC1	-0.01023	-0.00543	-0.00116
CMC2	-0.00956	-0.00565	-0.00279
CMPK1	0.00602	0.00529	-0.00677
CMTM6	0.00215	0.00495	-0.00785
CMYA5	0.01131	0.01761	0.02698
CNDP2	0.01757	0.00524	-0.01923
CNEP1R1	0.00458	0.00191	0.03579
CNGA3	0.00239	0.01189	-0.00181
CNIH	-0.0015	0.01803	-0.00081
CNOT2	-0.00402	0.01666	0.01325
CNOT4	-0.00744	-0.0044	0.0047
CNOT6	-0.00625	0.00168	0.00519
CNOT6L	-0.00986	0.00314	-0.00086
CNOT7	-0.00669	0.00118	0.00949
CNP	0.00316	0.00112	-0.01474
CNPPD1	0.00867	0.00094	-0.00187
CNPY2	-0.00627	0.00504	-0.00086
CNPY3	0.00586	0.00552	0.00663
CNPY4	0.02314	0.01993	0.00314
CNR1	0.00466	0.046	0.03308
CNRIP1	-0.01542	-0.02743	-0.00153
CNTRL	-0.01973	-0.00554	0.003
COA5	0.00837	0.00175	-0.00632
COG3	-0.01013	-0.00462	0.00751
COG4	0.0102	0.01899	-0.02187
COG5	0.00662	-0.0146	0.00308
COG6	-0.01284	0.00721	-0.01425
COG7	-0.00132	-0.00745	0.0163
COIL	-0.00857	0.00291	0.00916
COL4A5	0.04121	-0.01314	-0.02821
COMMD1	-0.00613	-0.00479	0.00289
COMMD2	0.00528	0.00718	-0.01193
COMMD4	-0.00123	0.01908	-0.02087
COMMD5	0.00195	0.00646	-0.00571
COMMD6	-0.01132	-0.01096	-0.00647
COMMD8	0.00386	-0.00514	-0.01798
COMMD9	0.01124	0.00546	-0.00717
COMMD10	-0.00309	0.00217	-0.02033
COMT	0.00835	-0.00128	0.00525
COPA	0.00117	0.01702	0.00577
COPB1	0.0095	0.01719	0.00958
COPB2	0.00509	0.0072	-0.00858
COPE	-0.00154	-0.00539	0.00003
COPG1	-0.00085	0.01221	-0.01896
COPS2	-0.00013	0.01078	0.01452
COPS3	-0.00367	0.00714	-0.01831
COPS4	0.00524	0.00148	-0.01613
COPS5	-0.00405	-0.00164	-0.00646
COPS7A	0.00691	0.00619	0.00158
COPS7B	-0.0081	-0.01852	0.01217
COPS8	0.00433	0.00143	-0.00609
COQ4	-0.01417	0.00139	0.00829
COQ5	0.01498	0.02177	0.00193
COQ6	0.01007	0.00666	-0.02324
COQ7	-0.00866	-0.00842	0.01152
COQ9	-0.00284	0.02282	-0.00769
COQ10B	0.00443	0.00053	0.0048
CORO2B	-0.02121	0.03207	0.00745
COX5B	-0.00407	-0.00574	-0.00263
COX6B1	-0.00287	-0.00507	-0.00577
COX7A2	-0.00648	-0.00247	-0.00308
COX7A2L	-0.01597	0.00676	0.00893
COX7B	-0.00871	-0.00661	-0.00462
COX8A	-0.00172	0.00057	-0.01343
COX11	-0.001	-0.01425	0.01105
COX15	0.00737	0.00846	0.00068
COX18	-0.01106	-0.00785	0.01157
COX20	0.00197	0.00849	-0.00104
CP	0.01324	-0.02227	0.0244
CPE	-0.00271	-0.02418	0.00707
CPEB4	-0.01053	-0.02203	-0.00654
CPNE1	-0.00945	-0.01179	0.00175
CPNE3	-0.00096	0.0014	0.00373
CPNE4	-0.01346	0.03702	-0.03754
CPNE8	-0.00323	0.08648	0.01972
CPPED1	-0.02516	0.00813	0.02173
CPQ	0.02929	-0.00051	0.00752
CPSF2	-0.00447	0.00604	-0.0092
CPSF3L	0.00359	-0.00403	0.00919
CPSF4	0.01629	-0.01325	-0.019
CPSF6	-0.01407	0.0095	-0.00539
CPSF7	-0.01669	-0.00225	0.00036
CPT1C	-0.0152	0.00483	-0.00875
CPVL	0.00797	0.04668	0.00745
CRB1	0.00281	-0.03033	-0.00049
CRBN	0.0026	-0.00117	0.00898
CRCP	-0.00386	-0.00066	-0.00338
CREB1	-0.00876	-0.00573	-0.00348
CREB3	0.02647	-0.01938	-0.02116
CREB3L2	-0.01364	-0.00874	0.0218
CREB5	-0.02778	0.00542	-0.00853
CREBBP	-0.01639	-0.01079	0.00169
CREBZF	-0.01998	-0.01962	0.01686
CRELD1	0.00242	0.01311	0.00667
CRIPT	-0.00795	-0.02053	-0.00515
CRISPLD1	0.03317	-0.01111	-0.04717
CRK	-0.00315	0.00314	-0.00336
CRKL	0.01268	-0.03206	0.00167
CRLF3	-0.00463	0.00627	0.01417
CRMP1	-0.00021	-0.01821	-0.01238
CRNKL1	0.00886	-0.00642	0.00877
CROT	0.01225	0.0059	0.00899
CRYAB	0.02279	-0.02519	0.02984
CRYBB2P1	-0.01137	-0.00441	0.0081
CRYL1	0.0052	0.01327	0.00445
CRYZ	0.01582	0.03841	0.01109
CRYZL1	0.00712	-0.00828	0.01581
CS	0.00113	0.01689	-0.00962
CSAD	-0.00638	-0.01747	0.01491
CSDE1	0.00338	0.01676	0.00079
CSGALNACT1	-0.00545	-0.03876	0.00183
CSNK1E	-0.01078	-0.01548	0.00718
CSNK2A1	-0.00044	-0.01901	-0.01089
CSPP1	-0.00833	-0.0243	0.00415
CSRNP3	-0.01306	-0.02582	-0.02004
CSRP1	0.04858	-0.00791	-0.02023
CSRP2	0.02714	0.04118	0.00497
CSRP2BP	0.00355	0.00341	-0.00402
CST3	-0.01293	-0.01421	-0.01187
CSTF1	0.00506	0.00222	-0.01172
CSTF2	0.01486	0.03038	-0.01267
CSTF3	-0.01088	0.01607	-0.00061
CTAGE5	-0.00279	0.00647	-0.00073
CTCF	-0.00026	0.00268	-0.00964
CTCFL	-0.01241	-0.00319	-0.00812
CTDSP2	-0.00143	-0.00639	0.00601
CTDSPL2	-0.01968	0.02488	-0.00505
CTNNA1	0.01678	0.00734	0.00054
CTNNA2	0.02848	-0.00769	-0.00819
CTNNBL1	0.00166	0.00559	-0.00085
CTNND2	-0.00157	-0.03943	-0.01537
CTPS1	0.00062	0.03184	-0.02012
CTR9	0.00458	0.01927	-0.00405
CTSA	0.03747	0.02151	-0.01638
CTSB	0.01903	0.03901	0.01678
CTSD	0.00386	-0.00798	0.02123
CTSK	0.01375	0.01344	0.02197
CTSL1	0.02964	0.02524	0.01519
CTTN	0.01436	-0.01447	0.00505
CTTNBP2	-0.03011	-0.03047	-0.00952
CTTNBP2NL	0.01868	-0.00217	0.01506
CUEDC2	0.00417	0.0122	-0.00991
CUL1	-0.00149	0.01782	-0.00767
CUL4B	0.0099	0.0242	0.00242
CUL5	-0.01329	-0.00218	0.00825
CUL9	-0.01367	-0.01077	0.00616
CUTA	-0.00339	-0.00029	-0.00402
CUX1	-0.00766	-0.00933	-0.00514
CWC15	-0.00691	-0.00201	-0.00377
CWC22	-0.00161	0.01132	-0.00004
CWC25	-0.00334	-0.00353	0.01998
CWC27	-0.00982	-0.00447	-0.00282
CXADR	-0.01351	0.03423	0.01745
CXCL14	0.01707	0.03032	0.03851
CXCR7	0.04375	-0.01896	-0.00423
CXORF26	0.01213	0.00297	0.00155
CXORF40B	-0.0042	0.0048	0.00617
CXXC1	-0.00265	0.00492	-0.00087
CYB5A	0.02025	-0.00992	-0.02033
CYB5B	0.00546	0.01288	-0.00584
CYB5D1	0.0206	-0.00342	0.00575
CYB5D2	0.00577	0.00176	-0.01007
CYB5R1	0.03485	0.01424	-0.00095
CYB5R3	-0.00574	-0.00833	0.01425
CYB561D2	0.01592	0.00085	-0.01349
CYBRD1	0.02308	-0.01309	0.0038
CYFIP1	-0.00844	0.01317	0.00514
CYFIP2	0.012	0.01412	-0.0146
CYLD	0.00349	-0.00838	0.01601
CYR61	0.04023	-0.02083	0.02422
CYSTM1	0.02387	-0.00373	0.02176
DAAM1	0.0137	-0.02894	0.00477
DAD1	0.00356	-0.0042	-0.00393
DAG1	-0.00814	-0.01511	0.00647
DAGLB	-0.01963	0.00424	0.00568
DANCR	0.01157	-0.01282	-0.01417
DAP3	0.00893	-0.00587	-0.00618
DARS	0.00544	-0.00088	0.00133
DAZAP2	0.00681	0.00096	0.00243
DBF4	-0.01081	0.00982	-0.00263
DBNDD2	-0.0028	-0.01108	-0.00191
DBNL	0.0155	0.00528	-0.02475
DBT	-0.01147	-0.01558	0.02235
DCAF5	0.0094	-0.00507	-0.01013
DCAF10	-0.00811	-0.00906	-0.00109
DCAF11	0.00285	0.01551	-0.00186
DCAF12	0.00334	0.00804	-0.01803
DCAF13	-0.00191	0.00652	-0.00522
DCAF16	-0.00483	0.00958	0.01399
DCAKD	-0.00418	-0.00141	-0.00804
DCBLD2	0.00288	-0.00292	0.01637
DCLRE1C	0.00107	-0.00931	-0.01784
DCP1A	-0.00855	-0.00262	-0.00028
DCP1B	0.00418	0.00244	0.00226
DCP2	-0.01887	0.00914	0.01046
DCTD	0.00522	0.02304	-0.00572
DCTN1	0.00593	0.00166	0.01409
DCTN3	0.00776	-0.02012	-0.02338
DCTN4	-0.00156	0.01239	-0.00396
DCTN5	0.01047	0.00615	0.01803
DCTN6	0.0094	-0.0038	-0.00216
DCTPP1	-0.00708	-0.0022	-0.02678
DCUN1D1	-0.00475	0.00108	0.00265
DCUN1D4	-0.00976	0.00356	0.01255
DCX	-0.03364	-0.02808	-0.01519
DDAH1	0.00379	0.00308	-0.0263
DDB1	0.00061	-0.00097	-0.00492
DDB2	-0.00229	0.01738	0.00069
DDHD1	-0.0257	-0.01431	-0.00929
DDIT3	0.02142	-0.01928	0.02709
DDIT4	-0.00872	-0.00525	-0.00885
DDT	0.00114	-0.00926	0.00328
DDX3X	-0.00339	0.00405	-0.00725
DDX3Y	0.01627	-0.04985	-0.00054
DDX6	-0.01462	-0.00672	0.00442
DDX10	0.01326	0.00311	-0.00437
DDX11	-0.00707	0.01876	0.01014
DDX17	-0.01756	-0.00985	0.00368
DDX18	-0.00584	-0.00682	-0.00012
DDX19A	0.00821	0.0158	-0.0087
DDX23	0.00599	0.00465	-0.00797
DDX24	0.00128	0.00732	-0.00326
DDX27	-0.00215	0.00186	0.00081
DDX39A	0.00483	0.00591	-0.02008
DDX41	0.01202	0.00839	-0.01548
DDX42	-0.00716	0.00207	0.00438
DDX46	-0.01191	0.00155	-0.0035
DDX47	0.00318	-0.00341	-0.00284
DDX49	-0.00148	-0.00242	0.00106
DDX50	-0.00566	0.01117	0.00264
DDX52	-0.00042	-0.00046	0.00247
DDX55	-0.01237	-0.01164	0.0071
DDX56	0.00253	0.00827	0.00174
DDX60	-0.00416	-0.00943	0.00923
DECR1	0.01171	0.00133	-0.00527
DEDD	-0.00501	0.01161	-0.00386
DEF8	0.00904	-0.00531	-0.01673
DEGS1	0.00638	0.00111	-0.00126
DEK	-0.02082	0.01089	-0.01417
DENND2A	-0.02256	-0.01191	-0.00455
DENND4A	-0.0069	-0.01034	0.02239
DENND4C	-0.01492	-0.00481	0.02396
DENND5A	-0.00604	-0.01419	0.00535
DENR	-0.00335	0.00663	-0.01496
DERA	0.01488	0.03404	-0.00046
DERL2	0.00634	0.00317	-0.00873
DFFA	0.01239	0.0013	-0.00382
DFNA5	0.01868	0.00986	0.00112
DGCR6L	0.00459	0.00917	-0.00823
DGKG	-0.00945	0.02724	-0.0071
DGUOK	-0.00559	-0.002	-0.00779
DHCR7	0.01583	0.04033	0.01816
DHDDS	0.01349	0.00781	0.00414
DHODH	0.00783	0.02006	-0.0112
DHPS	-0.01199	0.00271	0.00156
DHRS1	-0.0047	0.01358	0.0101
DHRS3	0.00843	0.00294	0.06746
DHRS4-AS1	0.02014	-0.01083	0.00079
DHRS7	0.01617	-0.00761	0.0017
DHRS7B	0.01878	0.00231	-0.01546
DHX8	-0.00866	0.00268	0.00408
DHX9	-0.00422	0.01856	-0.0174
DHX15	-0.00712	0.00717	-0.00747
DHX29	-0.0129	0.00241	0.00127
DHX30	-0.00537	0.00237	0.00533
DHX33	-0.016	0.00478	-0.00373
DHX36	-0.00855	-0.00265	0.00463
DHX38	0.0029	0.00272	-0.00944
DHX40	-0.0015	0.00841	0.0052
DHX57	-0.01431	-0.01011	0.00781
DIABLO	-0.00014	0.00689	-0.01067
DIAPH1	-0.00418	-0.0012	0.00303
DICER1	-0.0117	-0.01717	0.00846
DIDO1	-0.01167	0.00207	0.00879
DIMT1	-0.0115	0.00647	-0.00762
DIO2	0.01378	0.00641	0.01859
DIP2A	-0.00863	-0.00488	0.01229
DIRAS3	0.0002	0.02745	0.03062
DIS3L	-0.01872	-0.00067	-0.01269
DIXDC1	0.02141	-0.00286	-0.00309
DKC1	0.00256	0.01751	-0.02244
DLAT	0.01839	0.02226	-0.00241
DLC1	0.00612	-0.00191	0.00829
DLD	0.00404	0.01166	-0.01032
DLG1	-0.01608	0.01034	0.00532
DLG2	-0.00954	0.00315	0.01319
DLG5	-0.01326	-0.00799	0.0138
DMAP1	0.01368	0.00489	-0.00389
DMD	0.00205	-0.01112	-0.02655
DMTF1	-0.00632	-0.00156	0.00952
DMXL1	-0.02004	-0.00877	0.00985
DMXL2	-0.0298	-0.00576	0.00301
DNAH9	-0.01208	-0.00165	0.017
DNAJA1	0.00884	-0.00505	-0.00596
DNAJA2	-0.0047	0.00055	-0.00268
DNAJA3	0.00589	0.01332	0.00582
DNAJB1	0.02088	-0.01366	0.01879
DNAJB4	0.0205	-0.01645	0.02221
DNAJB6	-0.00193	-0.00628	-0.00199
DNAJB9	0.00296	-0.01155	0.03661
DNAJB11	-0.01579	0.03695	-0.01855
DNAJC2	-0.01311	0.0065	0.00817
DNAJC7	-0.00245	0.01004	-0.00575
DNAJC8	0.00489	0.00457	-0.00641
DNAJC11	0.00852	0.0112	-0.0181
DNAJC15	-0.01615	0.00371	-0.02034
DNAJC16	-0.00624	-0.00156	0.02208
DNAJC18	-0.00153	0.00959	0.00239
DNAJC19	-0.01495	-0.0088	-0.00482
DNAJC24	-0.01556	-0.0089	0.02194
DNAL1	-0.00569	-0.00424	0.01226
DNALI1	0.01345	0.00647	0.00172
DNASE2	0.00626	-0.00549	0.02619
DNER	0.04506	-0.04209	-0.01271
DNHD1	-0.01222	-0.01456	0.02622
DNM1L	0.00426	0.00495	0.00198
DNMT1	-0.01115	0.00354	-0.01579
DNPEP	0.00957	-0.02251	0.01005
DNTTIP2	-0.00047	0.00088	0.00033
DOCK1	0.00688	0.01317	-0.00222
DOCK4	-0.01262	-0.01206	0.01208
DOCK7	-0.00308	-0.0111	0.00505
DOK5	0.01525	-0.03625	-0.0073
DOLK	0.02358	0.00851	-0.01604
DPAGT1	0.03174	0.00978	-0.0017
DPCD	0.02386	-0.00521	0.00007
DPF2	-0.00312	0.00103	-0.00091
DPF3	-0.00653	0.00385	-0.00724
DPH2	0.00299	0.02872	-0.00156
DPH3	0.01981	0.00297	0.00947
DPH5	-0.00379	-0.01225	0.00491
DPM1	-0.01389	0.00206	0.01498
DPM2	0.00137	0.00335	-0.01113
DPP6	-0.02682	-0.01125	-0.01477
DPP8	-0.01309	0.00686	0.00108
DPY19L3	-0.00155	0.03024	0.01164
DPY19L4	-0.00007	0.01064	0.00148
DPY30	-0.00766	-0.00696	-0.00325
DPYD	0.04661	-0.02568	0.03842
DPYSL3	0.02205	-0.02253	-0.01592
DPYSL5	-0.01101	-0.00344	-0.00205
DRAM2	0.0045	-0.00759	0.00028
DRG1	-0.00013	0.00697	-0.00131
